"Gene_ID","Kmeans_Cluster"
"g_12847","5"
"g_12850","4"
"g_12853","2"
"g_12872","2"
"g_12878","1"
"g_12899","2"
"g_12904","9"
"g_12909","2"
"g_12917","6"
"g_12933","2"
"g_12957","7"
"g_12966","1"
"g_12971","1"
"g_12975","2"
"g_12995","2"
"g_12997","2"
"g_12998","2"
"g_13008","2"
"g_13009","2"
"g_13013","8"
"g_13022","2"
"g_13060","7"
"g_13070","4"
"g_13074","6"
"g_13097","2"
"g_13145","2"
"g_13168","2"
"g_13184","6"
"g_13185","6"
"g_13195","7"
"g_13197","2"
"g_13206","7"
"g_13209","1"
"g_13211","2"
"g_13231","1"
"g_13265","2"
"g_13274","2"
"g_13276","2"
"g_13294","2"
"g_13296","6"
"g_13302","2"
"g_13306","2"
"g_13321","7"
"g_13329","6"
"g_13339","7"
"g_13356","1"
"g_13388","9"
"g_13392","2"
"g_13400","2"
"g_13418","2"
"g_13441","2"
"g_13444","2"
"g_13450","1"
"g_13453","1"
"g_13458","1"
"g_13461","7"
"g_13467","7"
"g_13496","6"
"g_13500","9"
"g_13519","2"
"g_13533","2"
"g_13537","2"
"g_13551","1"
"g_13552","7"
"g_13553","2"
"g_13558","2"
"g_13561","2"
"g_13583","2"
"g_13587","2"
"g_13612","5"
"g_13613","7"
"g_13618","6"
"g_13641","2"
"g_13643","2"
"g_13707","5"
"g_13721","6"
"g_13745","7"
"g_13758","2"
"g_13762","7"
"g_13770","1"
"g_13785","2"
"g_13786","1"
"g_13788","1"
"g_13804","2"
"g_13821","7"
"g_13823","2"
"g_13852","7"
"g_13854","2"
"g_13860","2"
"g_13861","2"
"g_13866","2"
"g_13886","2"
"g_13900","7"
"g_13921","2"
"g_13931","6"
"g_13937","6"
"g_13947","7"
"g_13948","1"
"g_13949","7"
"g_13965","2"
"g_13972","8"
"g_13973","7"
"g_13977","2"
"g_13980","4"
"g_13988","5"
"g_14008","9"
"g_14022","2"
"g_14043","9"
"g_14049","1"
"g_14051","2"
"g_14057","7"
"g_14060","2"
"g_14084","8"
"g_14096","2"
"g_14121","4"
"g_14131","2"
"g_14143","2"
"g_14161","1"
"g_14162","2"
"g_14174","7"
"g_14191","1"
"g_14209","4"
"g_14210","6"
"g_14215","1"
"g_14227","6"
"g_14230","2"
"g_14231","2"
"g_14250","6"
"g_14258","6"
"g_14278","2"
"g_14289","6"
"g_14317","6"
"g_14359","3"
"g_14360","7"
"g_14397","6"
"g_14422","2"
"g_14423","1"
"g_14424","2"
"g_14428","3"
"g_14429","1"
"g_14434","2"
"g_14444","7"
"g_14454","2"
"g_14462","2"
"g_14473","4"
"g_14481","2"
"g_14482","2"
"g_14488","6"
"g_14496","7"
"g_14503","7"
"g_14510","2"
"g_14515","1"
"g_14528","2"
"g_14544","1"
"g_14558","1"
"g_14572","6"
"g_14580","2"
"g_14581","4"
"g_14591","6"
"g_14615","7"
"g_14622","6"
"g_14625","2"
"g_14643","7"
"g_14651","2"
"g_14662","7"
